ID1,5/27/2016 15:47,5/27/2016 15:49,5/27/2016 15:51,5/27/2016 15:53,5/27/2016 15:55,5/27/2016 15:57,5/27/2016 15:59,5/27/2016 16:00,5/27/2016 16:02,5/27/2016 16:04,5/27/2016 16:06,5/27/2016 16:08,5/27/2016 16:10,5/27/2016 16:12,5/27/2016 16:14,5/27/2016 16:16,5/27/2016 16:18,5/27/2016 16:20,5/27/2016 16:22,5/27/2016 16:24,5/27/2016 16:26,5/27/2016 16:28,5/27/2016 16:30,5/27/2016 16:32,5/27/2016 16:34,5/27/2016 16:36,5/27/2016 16:38,5/27/2016 16:40,5/27/2016 16:42,5/27/2016 16:44,5/27/2016 16:46,5/27/2016 16:48,5/27/2016 16:50,5/27/2016 16:52,5/27/2016 16:54,5/27/2016 16:56,5/27/2016 16:58,5/27/2016 17:00,5/27/2016 17:02,5/27/2016 17:04,5/27/2016 17:06,5/27/2016 17:08,5/27/2016 17:10,5/27/2016 17:12,5/27/2016 17:14,5/27/2016 17:16,5/27/2016 17:18,5/27/2016 17:20,5/27/2016 17:22,5/27/2016 17:24,5/27/2016 17:26,5/27/2016 17:28,5/27/2016 17:30,5/27/2016 17:32,5/27/2016 17:34,5/27/2016 17:36,5/27/2016 17:38,5/27/2016 17:40,5/27/2016 17:42,5/27/2016 17:44,5/27/2016 17:46,5/27/2016 17:48,5/27/2016 17:50,5/27/2016 17:52,5/27/2016 17:54,5/27/2016 17:56,5/27/2016 17:58,5/27/2016 18:00,5/27/2016 18:02,5/27/2016 18:04,5/27/2016 18:06,5/27/2016 18:08,5/27/2016 18:10,5/27/2016 18:12,5/27/2016 18:14,5/27/2016 18:16,5/27/2016 18:18,5/27/2016 18:20,5/27/2016 18:22,5/27/2016 18:24,5/27/2016 18:26,5/27/2016 18:28,5/27/2016 18:30,5/27/2016 18:32,5/27/2016 18:34
ID2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ID3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
ID5,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3,69.3
ID6,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
ID7,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,14,14,14,14,14,15,15,15,15,15,15
ID8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
ID9,45,66,60,58,62,52,73,64,63,67,64,69,60,59,66,59,63,66,58,61,30,20,67,56,59,39,50,64,32,14,0,68,63,17,27,19,41,54,43,42,3,14,6,2,15,13,4,5,3,5,0,0,2,4,5,51,0,0,3,29,3,6,2,6,10,2,3,5,17,4,0,0,0,6,3,0,18,67,78,74,71,55,37,39,57
ID10,1.038194444,1.068596117,1.088867188,1.026737608,1.095325101,1.082857572,1.073148545,1.075744629,1.088169643,1.08150653,1.071166992,1.062613225,1.072916667,1.072894597,1.061197917,1.066935911,1.120411706,1.069483902,1.147292565,1.144018955,1.158203125,1.065429688,1.100746269,1.1328125,1.077198093,1.05869391,1.111328125,1.110839844,1.115722656,1.067243304,0,1.090590533,1.134672619,0.966222426,1.068431713,1.057771382,1.051829268,1.15198206,1.15234375,1.081194196,0.852864583,1.117466518,1.002604167,1.11328125,1.028645833,1.065204327,0.913085938,1.06640625,1.15234375,1.0234375,0,0,0.849609375,0.9375,0.96875,1.091835172,0,0,1.03515625,1.066810345,1.1328125,1.031901042,1.162109375,1.09375,0.9375,0.7421875,1.009114583,0.92578125,1.008731618,0.947265625,0,0,0,0.963541667,1.048177083,0,1.066623264,1.043318563,1.088241186,1.056007179,1.088248239,0.996448864,1.148648649,1.117788462,0.998834978
ID11,0.06463789,0.062025425,0.089656807,0.044524888,0.063293264,0.047906196,0.052578458,0.06139989,0.052551881,0.056875434,0.065680001,0.056181068,0.032734745,0.04917902,0.057362191,0.02457137,0.039266978,0.060618135,0.09683456,0.074240935,0.040109225,0.110207964,0.054896522,0.099101521,0.172335631,0.198785906,0.111694302,0.113272697,0.145462244,0.169164173,0,0.098475476,0.061535116,0.201455831,0.184083361,0.173629671,0.199589928,0.037269187,0.098397485,0.156596262,0.19563775,0.126618357,0.238142463,0.055242717,0.189602164,0.179293504,0.211187521,0.180386717,0.067658235,0.135738675,0,0,0.124296114,0.22832914,0.243397306,0.165785912,0,0,0.287713279,0.175425436,0.05167483,0.2269046,0.013810679,0.186520881,0.15920598,0,0.24106131,0.225499256,0.218250377,0.169895682,0,0,0,0.256942978,0.215139475,0,0.135505199,0.047251934,0.043376971,0.076457146,0.04659317,0.144822796,0.091475158,0.084953143,0.053671429
