ID1,12/14/2016 9:34,12/14/2016 9:36,12/14/2016 9:38,12/14/2016 9:40,12/14/2016 9:42,12/14/2016 9:44,12/14/2016 9:46,12/14/2016 9:47,12/14/2016 9:49,12/14/2016 9:51,12/14/2016 9:53,12/14/2016 9:55,12/14/2016 9:57,12/14/2016 9:59,12/14/2016 10:01,12/14/2016 10:03,12/14/2016 10:05,12/14/2016 10:07,12/14/2016 10:09,12/14/2016 10:11,12/14/2016 10:13,12/14/2016 10:15,12/14/2016 10:17,12/14/2016 10:19,12/14/2016 10:21,12/14/2016 10:23,12/14/2016 10:25,12/14/2016 10:27,12/14/2016 10:29,12/14/2016 10:31,12/14/2016 10:33,12/14/2016 10:35,12/14/2016 10:37,12/14/2016 10:39,12/14/2016 10:41,12/14/2016 10:43,12/14/2016 10:45,12/14/2016 10:47,12/14/2016 10:49,12/14/2016 10:51,12/14/2016 10:53,12/14/2016 10:55,12/14/2016 10:57,12/14/2016 10:59,12/14/2016 11:01,12/14/2016 11:03,12/14/2016 11:05,12/14/2016 11:07,12/14/2016 11:09,12/14/2016 11:11,12/14/2016 11:13,12/14/2016 11:15,12/14/2016 11:17,12/14/2016 11:19,12/14/2016 11:21,12/14/2016 11:23,12/14/2016 11:25,12/14/2016 11:27,12/14/2016 11:29,12/14/2016 11:31,12/14/2016 11:33,12/14/2016 11:35,12/14/2016 11:37,12/14/2016 11:39,12/14/2016 11:41,12/14/2016 11:43,12/14/2016 11:45,12/14/2016 11:47,12/14/2016 11:49,12/14/2016 11:51,12/14/2016 11:53,12/14/2016 11:55,12/14/2016 11:57,12/14/2016 11:59,12/14/2016 12:01,12/14/2016 12:03,12/14/2016 12:05,12/14/2016 12:07,12/14/2016 12:09,12/14/2016 12:11,12/14/2016 12:13,12/14/2016 12:15,12/14/2016 12:17,12/14/2016 12:19,12/14/2016 12:21
ID2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
ID3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID4,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
ID5,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7
ID6,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183
ID7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
ID8,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
ID9,75,76,87,90,85,70,70,82,73,83,59,81,73,81,61,82,75,76,73,79,76,80,89,90,74,55,84,47,75,76,65,76,69,67,74,68,59,72,71,77,71,71,76,84,47,40,78,89,74,75,77,64,64,63,82,12,77,79,78,75,79,74,70,69,73,74,78,76,80,82,59,64,71,75,81,74,77,73,73,70,55,74,78,70,51
ID10,1.1109375,1.124074836,1.126302083,1.120008681,1.141544118,1.137555804,1.116629464,1.122332317,1.14458476,1.139166039,1.109639831,1.152102623,1.147795377,1.13835841,1.105917008,1.100657393,1.15078125,1.122018914,1.127461473,1.115259098,1.138723273,1.148193359,1.1328125,1.113715278,1.13782728,1.120028409,1.118861607,1.115359043,1.113802083,1.138723273,1.130408654,1.142321135,1.122905344,1.140974813,1.119087838,1.149184283,1.136784958,1.11735026,1.109430018,1.117846997,1.143816021,1.141065141,1.136153372,1.146995908,1.079621011,1.086914063,1.129306891,1.138957163,1.116184544,1.103125,1.121398133,1.134338379,1.123352051,1.137152778,1.13162157,1.046549479,1.136363636,1.135532041,1.124298878,1.141145833,1.14492682,1.147856841,1.104910714,1.122056159,1.085455908,1.12463049,1.127053285,1.137695313,1.108154297,1.102801067,1.114936441,1.108398438,1.132262324,1.132552083,1.129918981,1.134132179,1.129768669,1.124785959,1.096425514,1.081194196,1.115411932,1.115656672,1.113782051,1.114397321,1.070772059
ID11,0.058678149,0.064058906,0.046110479,0.061496252,0.06915236,0.048919832,0.07292562,0.089329366,0.059734601,0.061696045,0.095853139,0.035946764,0.048776073,0.066895213,0.09395079,0.114437412,0.04538198,0.075972612,0.084526439,0.083134827,0.054128442,0.065089692,0.076044291,0.108764228,0.055342972,0.078235073,0.089609737,0.099025225,0.091043721,0.071248097,0.102394085,0.058419308,0.095661098,0.07916487,0.071102521,0.067541187,0.053399883,0.077568544,0.090750214,0.093877129,0.057441459,0.084599335,0.082765081,0.053152469,0.116882964,0.081979961,0.05995143,0.065813193,0.104490246,0.079262205,0.086790137,0.052002435,0.080114199,0.068780604,0.056285518,0.125049466,0.069468452,0.069563863,0.059938716,0.05563079,0.055269606,0.051982075,0.088825818,0.07149111,0.069200386,0.077588507,0.054621236,0.081072334,0.075723559,0.083610645,0.075145933,0.102585186,0.059970055,0.075268003,0.060049551,0.083575587,0.06273606,0.054161386,0.055655026,0.07405885,0.072171987,0.079711045,0.068817988,0.080143045,0.11794714
ID12,0.832013105,0.8375796,0.847106701,0.839358254,0.809848143,0.770027535,0.799556363,0.794587607,0.827503425,0.839135435,0.671730975,0.842732593,0.748216292,0.743310683,0.64978387,0.691337969,0.699644794,0.689378663,0.689796445,0.704053282,0.765652628,0.828017129,0.807731547,0.778650371,0.704013741,0.763126512,0.734560451,0.646881366,0.717946204,0.744283107,0.782808036,0.791111648,0.799573973,0.728741073,0.691870659,0.72138341,0.682382829,0.675877094,0.689002911,0.701228439,0.753298881,0.787533322,0.812007256,0.789565563,0.583273019,0.573725146,0.718431548,0.734855678,0.708263362,0.642662064,0.685272225,0.68040565,0.706160917,0.758931767,0.672151783,0.714569724,0.684398643,0.7499186,0.706993443,0.746158244,0.782748378,0.778349208,0.64155606,0.695255803,0.587511018,0.68391406,0.655020764,0.711674229,0.625754869,0.622503397,0.627208306,0.674910068,0.709160421,0.686403303,0.667642873,0.717548785,0.695646442,0.648242971,0.548354394,0.485724026,0.631264426,0.639307992,0.642740042,0.602977739,0.544246339
